title,platform,genre,publisher,vg_score,critic_score,user_score,total_shipped,aisan_sales,north_american_sales,japan_sales,european_sales,global_sales,Production Cost,release_year
Driver  Parallel Lines,PC,Racing,Ubisoft,9,1,5,214,5.15,5.51,3.9,6.71,21.27,5.63,2007
Slash It Ultimate,PC,Puzzle,Amazon Game Studios,9,7,3,76,6.3,5,2.98,6.98,21.26,6.79,2017
Toki Tori 2 ,PS4,Puzzle,Ubisoft,10,7,5,227,5.99,7.79,1.61,5.84,21.23,6.81,2016
Boku no Natsuyasumi Portable 2  Nazo Nazo Shimai to Chinbotsusen no Himitsu,PSN,Adventure,Frontier Developments,8,4,5,65,6.78,6.56,5.8,2.07,21.21,2.22,2010
Simple DS Series Vol. 40  The Gekai,DS,Simulation,Ubisoft,9,6,9,111,6.33,2.8,5.12,6.95,21.2,2.98,2008
World of Warships,PC,Shooter,Sony Computer Entertainment,9,6,4,172,6.65,7.21,2.48,4.86,21.2,5.51,2015
Silent Hunter  Wolves of the Pacific U Boat Missions Expansion,PC,Simulation,Ubisoft,8,7,3,66,4.39,7.37,3.24,6.18,21.18,3.75,2008
Sonic Riders,PC,Racing,Amazon Game Studios,7,2,8,241,6.31,5.78,3.7,5.38,21.17,5.54,2006
Bugsnax,PS4,Adventure,Amazon Game Studios,6,7,4,37,7.78,7.08,3.55,2.76,21.17,4.87,2020
Heavenly Guardian,PS2,Shooter,Amazon Game Studios,4,2,3,62,3.91,7.99,3.39,5.87,21.16,5.81,2008
Cloudy With a Chance of Meatballs,PC,Adventure,Ubisoft,4,5,1,14,5.81,5.66,5.61,4.07,21.15,5.96,2009
Horsez,PC,Simulation,Ubisoft,3,2,2,273,4.24,6.22,5.93,4.76,21.15,5.35,2006
Lucinda Greens Equestrian Challenge,PC,Sports,Ubisoft,7,7,7,290,5.83,4.16,4.28,6.86,21.13,6.13,2007
Hansel & Gretel,PS2,Adventure,IBM,9,9,5,229,6.88,4.84,5.89,3.43,21.04,4.59,2006
Radio Helicopter,PS2,Simulation,Activision,4,10,3,94,4.47,2.79,1.53,3.78,12.57,3.59,2004
Carrion,PS4,Board Game,Frontier Developments,8,7,8,85,7.23,4.06,5.94,3.79,21.02,6.49,2020
The Trials of Topoq,PSN,Puzzle,IBM,7,6,1,168,6.99,6.01,4.75,3.27,21.02,1.98,2007
Bloody Roar,PSN,Fighting,Frontier Developments,5,5,3,286,7.62,6.48,1.97,4.93,21,2.82,2009
Arcade Game Series  Pac Man,PC,Puzzle,Activision,9,6,10,142,6.72,2.88,5.37,6.03,21,1.49,2015
The King of Fighters 98  Dream Match Never Ends,PSN,Fighting,Electronic Arts,7,2,5,262,7.73,7.55,1.74,3.97,20.99,6.73,2007
Agatha Christie Mysteries,PC,Adventure,Sony Computer Entertainment,3,9,3,53,6.36,3.88,4.32,6.43,20.99,2.28,2008
Spy Fox 2  Some Assembly Required,PC,Puzzle,Sony Computer Entertainment,10,8,3,89,7.85,4.39,2.76,5.99,20.99,2.08,2015
Volleyball Challenge,PS2,Sports,Ubisoft,6,3,5,203,3.31,3.72,4.69,2,13.72,2.68,2004
Pink Pong,PS2,Sports,Sony Computer Entertainment,1,10,3,119,6.62,1.61,4.85,1.28,14.36,4.56,2005
Crazy Machines Elements,PC,Puzzle,Activision,8,3,10,60,2.89,7.47,4.75,5.87,20.98,2.05,2015
DodgeBall,PS2,Sports,Electronic Arts,9,8,5,227,2.55,3.16,2.96,3.07,11.74,1.06,2005
Hakushaku to Yousei  Yume to Kizuna ni Omoi Hasete,PS2,Adventure,Activision,1,9,7,175,7.44,2.93,4.02,6.58,20.97,4.92,2009
Duke Nukem 3D  20th Anniversary World Tour,PC,Shooter,Sony Computer Entertainment,6,10,3,133,7.59,4.22,5.49,3.67,20.97,3.57,2016
Ciao Dream Touch  Happy Anniversary,DS,Simulation,Ubisoft,2,7,1,220,6.72,2.79,5.3,6.16,20.97,1.97,2006
Narimono Note,PC,Adventure,IBM,7,10,7,172,5.47,6.74,3.87,4.89,20.97,4.01,2007
Pinball Arcade,PC,Simulation,Ubisoft,8,2,8,126,6.44,6.62,4.6,3.28,20.94,1.74,2017
Jikkyou Powerful Pro Baseball Success Special,PS3,Sports,IBM,9,3,3,42,6.65,3.95,3.65,6.68,20.93,5.05,2016
Knights of the Temple II,PC,Adventure,Amazon Game Studios,5,7,2,300,5.53,7.37,3.21,4.82,20.93,4.13,2007
Kevin Van Dam  Big Bass Challenge,PS3,Sports,Amazon Game Studios,6,7,1,155,5.64,7.99,4.76,2.54,20.93,1.52,2011
Nightmares from the Deep  Davy Jones,PC,Puzzle,Frontier Developments,6,9,7,94,7.82,5.99,5.69,1.42,20.92,6.56,2014
Combat Wings  The Great Battles of WWII,PS3,Simulation,Amazon Game Studios,6,2,3,99,4.53,3.54,5.89,6.95,20.91,1.32,2012
Chulip,PS2,Adventure,Electronic Arts,3,7,3,88,7.92,1.54,5.46,5.99,20.91,5.48,2007
My Dream Job  Babysitter,PC,Simulation,IBM,6,8,10,135,5.95,4.2,4.07,6.69,20.91,6.74,2008
ATV Racers,PSN,Racing,Sony Computer Entertainment,8,2,4,265,7.67,4.8,1.76,6.67,20.9,5.51,2010
Trek73,PC,Simulation,Amazon Game Studios,9,3,3,212,5.96,7.93,2.81,4.2,20.9,6.37,2012
Mutant Football League,PC,Sports,Sony Computer Entertainment,7,2,7,43,4.81,6.32,2.97,6.79,20.89,4.35,2012
SBK09 Superbike World Championship,PS2,Racing,Electronic Arts,3,6,10,14,7,1.35,5.6,6.92,20.87,2.79,2009
Bloons,PSN,Puzzle,Sony Computer Entertainment,8,2,10,10,7.74,2.29,5.84,5,20.87,4.69,2009
Drawfighters,PS4,Fighting,Sony Computer Entertainment,10,9,5,299,4.15,7.62,2.16,6.94,20.87,5.17,2020
Battlefield 3  Back to Karkand,PC,Shooter,Electronic Arts,8,4,2,77,7.24,3.58,4.15,5.88,20.85,4.48,2011
Mahjong Zen,PC,Puzzle,Omega,6,8,1,109,6.14,5,5.92,3.79,20.85,2.34,2011
Hollywood Mogul,PC,Simulation,Activision,10,4,9,22,2,8,5.4,5.45,20.85,6.74,2015
Feeding Frenzy 2  Shipwreck Showdown,PSN,Puzzle,Ubisoft,9,8,10,259,6.3,6.35,3.48,4.71,20.84,4.09,2010
Hoshizora no Memoria  Wish Upon a Shooting Star,PC,Adventure,Frontier Developments,8,2,7,202,7.82,1.2,4.97,6.84,20.83,3.8,2009
Raiden III,PSN,Shooter,Frontier Developments,6,1,6,27,6.33,4.46,3.75,6.28,20.82,4.83,2011
Snoopy vs the Red Baron,PC,Adventure,Activision,5,5,2,145,7.23,2.54,5.93,5.11,20.81,6.61,2006
Dyscourse,PC,Adventure,IBM,10,5,7,149,5.24,4.43,4.99,6.14,20.8,6.02,2015
Janes Hotel  Family Hero,PC,Simulation,Omega,4,5,2,172,5.07,3.59,5.34,6.8,20.8,4.07,2008
IL 2 Sturmovik  Pe 2,PC,Simulation,Ubisoft,2,9,8,63,4.92,6.83,5.89,3.16,20.8,6.48,2006
Syphon Filter 2,PS,Shooter,Frontier Developments,8,4,3,117,2.15,1.5,0.02,0.55,4.22,5.01,2000
NFL GameDay 2005,PS,Sports,Frontier Developments,4,3,9,213,1.17,4.25,4.66,1.69,11.77,3.9,2004
Resonance,PC,Adventure,Activision,10,3,9,125,2.61,6.97,5.76,5.46,20.8,6.33,2012
Boxing,PS,Fighting,Frontier Developments,8,4,1,61,2.77,5,5.15,4.26,17.18,4.78,2001
Shooter  Starfighter Sanvein,PS,Shooter,Frontier Developments,4,9,9,78,3,0.01,4.04,0.01,4.08,2.69,2001
Snowboarding,PS,Sports,Ubisoft,7,7,2,47,3,0.16,5.35,0.11,5.91,2.84,2000
Hot Shots Tennis,PS4,Sports,Amazon Game Studios,6,8,7,191,3.52,7.28,4.04,5.95,20.79,6.85,2016
Uphill Rush 2,PC,Racing,Omega,1,4,3,242,1.87,7.43,4.76,6.72,20.78,4.81,2009
Space Pilgrim Episode IV  Sol,PC,Adventure,Frontier Developments,8,6,8,0.14,7.71,2.74,4.85,5.46,20.76,4.63,2016
Midnight Club  LA Remix,PSN,Racing,Amazon Game Studios,5,10,8,103,7.72,2.98,4.22,5.83,20.75,5.3,2009
Raiden III,PS2,Shooter,Omega,6,6,7,74,3.4,7.76,4.61,4.96,20.73,5.56,2007
Mystereet,PC,Adventure,Activision,2,3,9,95,4.5,3.89,3.93,3.21,15.53,5.13,2004
Juujimoto Ripputai Sypher,PC,Adventure,Electronic Arts,9,9,6,213,4.43,2.6,3.33,5.41,15.77,5.24,2004
Fukakutei Sekai no Tantei Shinshi  Super Value Pack,PC,Adventure,Ubisoft,9,10,2,237,5.2,4.15,1.84,4.74,15.93,2.03,2004
Fukakutei Sekai no Tantei Shinshi Rebirth ,PC,Adventure,Sony Computer Entertainment,9,10,9,273,7.97,1.69,3.18,4.3,17.14,4.8,2004
Mystery of the Ancients  Deadly Cold,PC,Adventure,Activision,9,5,5,282,5.74,4.95,3.43,6.6,20.72,3.72,2016
Exodus Guilty Alternative,PC,Adventure,Electronic Arts,5,4,3,18,1.91,1.64,1.26,5.21,10.02,5.36,2002
Horsez,PS2,Simulation,Ubisoft,3,2.1,5,88,6.91,3.23,4.76,5.82,20.72,5.41,2006
Touch Racing Nitro,PSN,Racing,Amazon Game Studios,7,2,3,275,5.76,7.08,5.29,2.59,20.72,4.71,2020
Mary Kate and Ashley  Magical Mystery Mall,PS,Adventure,Ubisoft,2,10,9,75,3,0.36,5.02,0.24,6.27,6.53,2000
Shadow Man  2econd Coming,PS2,Adventure,Sony Computer Entertainment,2,7,3,280,3,0.08,1.81,0.06,2.11,3.08,2002
Ecco the Dolphin  Defender of the Future,PS2,Adventure,Activision,5,7.8,5,28,3,0.07,1.67,0.05,1.93,5.93,2002
HBO Boxing,PS,Fighting,Electronic Arts,4,1,3,258,3,0.12,5.01,0.08,5.42,5.56,2000
ECW Hardcore Revolution,PS,Fighting,Frontier Developments,3,7,4,254,3,0.27,4.05,0.18,4.98,1.64,2000
ECW Anarchy Rulz,PS,Fighting,Frontier Developments,10,8,4,141,3,0.06,3.37,0.04,3.58,2.66,2000
Showdown  Legends of Wrestling,PS2,Fighting,Frontier Developments,5,4,9,266,3,0.15,4.87,0.11,5.43,5.86,2004
Legends of Wrestling II,PS2,Fighting,Frontier Developments,7,3,10,152,3,0.16,1.06,0.13,1.68,4.16,2002
Legends of Wrestling,PS2,Fighting,Frontier Developments,10,4,6,197,3,0.37,1.63,0.29,3.05,2.35,2001
Super Bust A Move,PS2,Puzzle,Frontier Developments,2,3,2,268,3,0.17,1.95,0.13,2.59,5.54,2000
Paris Dakar Rally,PC,Racing,Frontier Developments,1,9,1,202,1.28,4.22,3.66,3.84,13,1.47,2001
Ducati World Racing Challenge,PC,Racing,Ubisoft,6,9,4,13,1.93,2.85,3.61,6.02,14.41,4.07,2001
Vanishing Point,PS,Racing,Sony Computer Entertainment,5,1,6,152,3,0.06,3.7,0.04,3.9,4.12,2001
RC Revenge,PS,Racing,Activision,9,2,1,17,6.54,1.98,1.54,6.25,16.31,3.56,2000
RC de GO ,PS,Racing,Electronic Arts,5,1,8,266,3.68,3.18,2.64,4.9,14.4,1.73,2001
McGrath Vs. Pastrana Freestyle Motocross,PS,Racing,Ubisoft,7,4,6,154,3,0.14,2.22,0.1,2.72,3.79,2000
Jeremy McGrath Supercross 2000,PS,Racing,Sony Computer Entertainment,6,2,7,295,3,0.4,3.26,0.27,4.64,5.8,2000
Ducati World Racing Challenge,PS,Racing,Activision,4,1,7,133,3,0.02,5.83,0.01,5.89,3.41,2001
ATV  Quad Power Racing,PS,Racing,Electronic Arts,4,3,1,209,1.04,0.58,1.16,0.39,3.17,6.28,2000
XGRA  Extreme G Racing Association,PS2,Racing,Ubisoft,8,4,10,228,3,0.03,2.69,0.02,2.8,3.65,2003
XGIII  Extreme G Racing,PS2,Racing,Sony Computer Entertainment,2,8,3,192,3,0.13,1.87,0.1,2.37,6.43,2001
Speed Kings,PS2,Racing,Activision,9,6,3,10,3,0.05,5.23,0.04,5.41,2.33,2003
RC Revenge Pro,PS2,Racing,Electronic Arts,7,10,9,34,3,0.08,1.32,0.06,1.63,6.71,2001
Paris Dakar Rally,PS2,Racing,Activision,2,3,2,29,3,0.08,4.4,0.06,4.69,4.13,2001
Jeremy McGrath Supercross World,PS2,Racing,Electronic Arts,5,2,2,51,3,0.11,4.41,0.09,4.84,3.95,2001
Extreme Championship Racing  Devastation,PS2,Racing,Ubisoft,5,5,5,14,6.78,2,3.65,6.38,18.81,5.61,2001
Dakar 2,PS2,Racing,Sony Computer Entertainment,9,9,9,167,7.92,2.48,5.59,6.58,22.57,1.92,2003
Crazy Taxi,PS2,Racing,Activision,5,8.2,2,120,2.52,1.13,0.06,1.12,4.83,3.76,2001
Burnout 2  Point of Impact,PS2,Racing,Electronic Arts,4,3,10,37,3,0.42,5.35,0.32,6.94,5.12,2002
Burnout,PS2,Racing,Ubisoft,2,1,4,177,3,0.36,1.95,0.28,3.33,4.05,2001
ATV Quad Power Racing 2,PS2,Racing,Sony Computer Entertainment,8,8,7,199,3,0.41,5.24,0.32,6.81,5.65,2003
18 Wheeler  American Pro Trucker,PS2,Racing,Activision,9,6,7,235,3,0.2,4.01,0.15,4.76,5.26,2001
Turok  Evolution,PC,Shooter,Electronic Arts,10,3,2,120,4.87,3.86,5.24,6.74,20.71,3.17,2003
Fur Fighters,PC,Shooter,Omega,8,9,2,99,7.6,3.63,2.66,4.24,18.13,2.55,2000
Armorines  Project S.W.A.R.M.,PS,Shooter,Amazon Game Studios,1,3.2,4,126,3,0.05,3.63,0.03,3.79,1.37,2000
Virtua Cop  Elite Edition,PS2,Shooter,IBM,1,9,2,262,4.56,4.57,1.11,6.11,16.35,2.53,2002
Turok  Evolution,PS2,Shooter,Frontier Developments,7,5,6,92,1.31,0.64,4.03,0.5,6.48,4.72,2002
World Championship Rugby,PC,Sports,Ubisoft,1,4,9,209,6.63,1.52,5.96,5.88,19.99,6.62,2004
Kevin Sheedy AFL Coach 2002,PC,Sports,Sony Computer Entertainment,8,8,9,5,4.12,3.55,5.92,4.89,18.48,3.22,2001
Dave Mirra Freestyle BMX,PC,Sports,Activision,8,9,6,103,5.93,2.98,3.59,3.72,16.22,3.89,2000
All Star Baseball 2004,PC,Sports,Electronic Arts,7,5,1,38,2.18,3.29,4.67,1.34,11.48,4.7,2003
AFL Live Premiership Edition,PC,Sports,Activision,1,6,3,26,3.34,3.63,2.8,1.16,10.93,1.49,2004
AFL Live 2003,PC,Sports,Electronic Arts,4,8,6,21,5.63,2.56,3.75,6.2,18.14,1.26,2002
Dave Mirra Freestyle BMX  Maximum Remix,PS,Sports,Ubisoft,2,1,3,170,3,0.15,4.66,0.1,5.18,3.04,2001
Dave Mirra Freestyle BMX,PS,Sports,Sony Computer Entertainment,9,7.4,8,83,1.05,0.91,4.33,0.11,6.4,4.09,2000
Blast Lacrosse,PS,Sports,Activision,5,7,1,163,3,0.03,5.56,0.02,5.67,6.52,2001
World Championship Rugby,PS2,Sports,Electronic Arts,5,9,5,184,3,0.06,2.17,0.04,2.38,1.38,2004
Summer Heat Beach Volleyball,PS2,Sports,Ubisoft,8,2,4,97,3,0.14,4.01,0.11,4.54,6.04,2003
NFL Quarterback Club 2002,PS2,Sports,Sony Computer Entertainment,6,4,9,244,3,0.11,4.71,0.08,5.12,6.42,2001
NBA Jam,PS2,Sports,Activision,7,4,7,102,3,0.2,1.41,0.16,2.18,1.12,2003
Dave Mirra Freestyle BMX 2,PS2,Sports,Electronic Arts,2,9,1,256,1.38,0.67,2.99,0.53,5.57,0.01,2001
BMX XXX,PS2,Sports,Omega,9,6,5,130,3,0.07,5.28,0.06,5.56,6.5,2002
All Star Baseball 2005,PS2,Sports,Amazon Game Studios,5,9,9,253,3,0.16,4.71,0.12,5.31,3.21,2004
All Star Baseball 2004,PS2,Sports,IBM,4,3,2,262,3,0.21,3.58,0.16,4.37,5.51,2003
All Star Baseball 2003,PS2,Sports,Frontier Developments,7,5,2,23,3,0.38,4.35,0.29,5.79,6.43,2002
All Star Baseball 2002,PS2,Sports,Sony Computer Entertainment,7,6,6,140,3,0.27,1.35,0.21,2.39,5.28,2001
Aggressive Inline,PS2,Sports,Activision,6,8.7,10,117,3,0.17,3.56,0.13,4.21,3.21,2002
AFL Live Premiership Edition,PS2,Sports,Electronic Arts,7,2,10,147,5.59,2.34,2.69,6,16.62,1.76,2004
AFL Live 2004,PS2,Sports,Omega,4,4,4,207,6.02,1.15,4.02,5.85,17.04,1.22,2003
AFL Live 2003,PS2,Sports,Amazon Game Studios,5,2,5,265,2.74,3.19,4.81,5.61,16.35,4.7,2002
Puzzle Agent 2,PC,Puzzle,Electronic Arts,9,6.3,3,6,6.43,6.38,2.06,5.84,20.71,5.01,2011
The Clockwork Man,PC,Puzzle,Activision,9,9,4,141,6.35,1.77,5.97,6.6,20.69,5.5,2011
Animal Paradise Wild,DS,Simulation,Omega,7,1,9,223,7.57,3.16,5.2,4.76,20.69,6.13,2009
SeaWorld Adventure Parks  Shamus Deep Sea Adventure,DS,Adventure,Sony Computer Entertainment,8,9,2,278,3,0.05,4.16,1.82,6.08,0.03,2005
Cabelas Monster Bass,PS2,Sports,Activision,9,7,5,151,7.88,2.81,5.47,4.52,20.68,0.01,2007
Profitville,PC,Puzzle,Sony Computer Entertainment,9,2,5,112,6.16,3.67,4.51,6.33,20.67,0.01,2007
Hector  Badge of Carnage   Episode 1  We Negotiate With Terrorists,PC,Adventure,Ubisoft,7,7.9,9,34,6.84,4.32,2.66,6.85,20.67,4.18,2011
BlazBlue  Continuum Shift   Makoto Nanaya,PSN,Fighting,Electronic Arts,8,9,1,65,7.63,6.82,4.18,2.03,20.66,3.41,2018
Payday  The Heist,PSN,Shooter,Electronic Arts,7,7.1,2,171,7.06,4.04,2.92,6.63,20.65,2.84,2011
Season of Mystery  The Cherry Blossom Murders,PC,Adventure,Frontier Developments,3,7,2,225,7.65,4.08,4.08,4.84,20.65,3.89,2009
Lucid,PC,Puzzle,Amazon Game Studios,8,10,7,103,7.37,5.15,1.17,6.96,20.65,3.44,2011
Pursuit of Justice,PC,Adventure,Electronic Arts,8,4,8,17,3.28,3.67,5.14,5.31,17.4,6.89,2001
Foreign Legion  Buckets of Blood,PC,Shooter,Frontier Developments,5,1,5,155,7.7,6.8,3.56,2.58,20.64,5.33,2009
XS Junior League Soccer,PSN,Sports,IBM,3,1,2,291,6.41,4.44,4.59,5.2,20.64,6.85,2009
Kado Chan Shiki Doko Demo Kin Trai Navi,DS,Sports,IBM,6,3,10,283,7.93,2.52,4.25,5.93,20.63,3.38,2007
Metal Slug Anthology,PSN,Shooter,IBM,2,7,1,77,7.64,5.92,2.53,4.54,20.63,3.57,2009
Immortal Redneck,PC,Shooter,IBM,8,1,8,158,7.27,1.57,5.57,6.21,20.62,4.09,2017
International Cricket Captain Ashes Edition 2006,PC,Sports,Activision,2,2,10,257,6.78,4.41,4.56,4.87,20.62,1.32,2006
Earthshield,PSN,Shooter,Omega,10,6,6,286,3.94,6.77,4.72,5.19,20.62,5.35,2010
SeaWorld Adventure Parks  Shamus Deep Sea Adventure,PS2,Adventure,Frontier Developments,7,9,1,230,3,0.08,3.11,0.06,3.41,5.59,2005
Micron,PC,Puzzle,Sony Computer Entertainment,7,7,4,299,5.76,3.83,5.49,5.52,20.6,3.08,2014
Memorrha,PS4,Puzzle,Omega,8,9,7,114,6.9,1.24,5.55,6.91,20.6,5.98,2019
Postman Pat,DS,Adventure,Ubisoft,3,6,3,240,6.58,4.24,3.37,6.4,20.59,2.61,2008
X Men  Mutant Academy 2,PS,Fighting,Activision,3,8,4,285,3,0.4,3.95,0.27,5.34,6.96,2001
X Men  Mutant Academy,PS,Fighting,Activision,6,8,5,239,4.25,3.91,4.11,4.2,16.47,5.86,2000
Simpsons Wrestling,PS,Fighting,Activision,3,5,6,135,1.51,0.23,4.45,1.16,7.35,5.72,2001
X Men  Next Dimension,PS2,Fighting,Activision,3,5,2,86,3,0.23,1.21,0.18,2.09,5.51,2002
Bloody Roar 3,PS2,Fighting,Activision,7,2,10,283,3,0.15,0.05,0.11,0.66,1.08,2001
Whac A Mole,DS,Puzzle,Activision,6,4,3,159,3,0.07,2.28,5.3,7.73,5.81,2005
Dancing Eyes,PSN,Puzzle,Sony Computer Entertainment,4,2,3,113,5.28,3.95,5.6,5.75,20.58,5.95,2007
Syphon Filter  3,PSN,Shooter,Activision,4,1,10,33,5.73,4.45,5.38,5,20.56,2.58,2008
Redout  Enhanced Edition,PC,Racing,Ubisoft,9,2,5,0.14,7.95,5.47,5.03,2.11,20.56,3.06,2011
Drive a Steam Train,PC,Simulation,Electronic Arts,7,2,9,75,6.61,4.68,5.17,4.09,20.55,5.72,2011
Dino D Day,PC,Shooter,Omega,7,5.5,2,188,7.67,4.82,5.83,2.23,20.55,6.2,2016
WWE 2K18,PC,Sports,Electronic Arts,6,4,4,296,7.82,4.44,1.37,6.92,20.55,4.12,2014
Luxor,PC,Puzzle,Activision,5,7,4,30,4.33,3.08,3.51,2.99,13.91,4.59,2005
Swarm,PSN,Puzzle,Activision,8,6.8,4,290,5.81,4.42,5.39,4.9,20.52,5.11,2011
Hexcells,PC,Puzzle,Omega,9,4,8,0.16,7.42,7.5,4.26,1.33,20.51,5.11,2015
Corfu X,PC,Simulation,Activision,6,4,10,177,5.79,4.36,5.96,4.38,20.49,5.12,2011
Shattered Horizon,PC,Shooter,Amazon Game Studios,7,6.8,10,115,6.98,2.42,5.24,5.85,20.49,4.5,2009
BRAHMA Force  The Assault on Beltlogger 9,PSN,Shooter,Ubisoft,3,5,3,246,7.86,5.45,5.69,1.49,20.49,1.25,2008
Limbo of the Lost,PC,Adventure,Omega,6,7,9,8,5.48,6.88,5.93,2.2,20.49,1.53,2007
Yamaha Supercross,PS2,Racing,Activision,5,7,4,44,6.9,2.24,4.65,6.68,20.47,2.42,2009
Diner Dash 2,PC,Puzzle,Electronic Arts,5,10,8,234,6.77,4.49,4.71,4.5,20.47,2.8,2008
Nanny Mania 2,PC,Simulation,Amazon Game Studios,5,3,1,162,4.67,3.94,5.63,6.22,20.46,2.49,2009
Tenkuu no Symphonia 2,PC,Adventure,Omega,8,4,2,50,6.27,3.27,5.69,5.23,20.46,3.55,2006
ACA NEOGEO THE KING OF FIGHTERS 95,PS4,Fighting,Activision,6,4,8,136,7.61,3.87,3.95,5.02,20.45,6.74,2017
Cities XL,PC,Simulation,IBM,8,7,2,173,7.51,4.89,5.33,2.72,20.45,5.05,2009
Messiah (Japan),PC,Adventure,Electronic Arts,10,10,2,275,7.67,2.71,6,4.07,20.45,3.85,2006
Supercar Street Challenge,PC,Racing,Activision,10,10,8,153,1.15,4.71,1.5,4.04,11.4,4.42,2001
RungRung  The Wonderful Wizard of Oz ~Another World~,PSN,Adventure,IBM,8,8,4,287,4.3,7.07,5.44,3.64,20.45,3.97,2010
Road Wars,PC,Racing,Activision,2,10,10,108,4.25,2.25,1.45,3.53,11.48,5.05,2000
Antenna,PC,Adventure,Activision,8,3,10,60,5.42,4.96,4.22,5.84,20.44,5.95,2016
Monster Garage,PC,Racing,Activision,6,7,6,45,5.49,3.92,1.89,5.94,17.24,2,2004
Papo & Yo,PC,Adventure,Ubisoft,10,9,2,17,6.03,3.13,4.35,6.93,20.44,5.21,2013
DinerTown Tycoon,PC,Simulation,Electronic Arts,1,7,1,123,6.53,2.18,5.91,5.82,20.44,3.16,2009
Crazy Taxi,PC,Racing,Activision,3,5,8,172,6.61,1.85,2.19,3.05,13.7,4.82,2002
Toy Home,PSN,Racing,Ubisoft,3,9,3,72,7.5,2.97,5.21,4.76,20.44,4.79,2007
American Chopper,PC,Racing,Activision,5,6,4,17,3.39,4.09,2.54,4.17,14.19,4.47,2004
Worlds Scariest Police Chases,PS,Racing,Activision,6,6,5,96,3,0.2,5.66,0.14,6.36,6.42,2001
Toy Story Racer,PS,Racing,Activision,10,6,6,213,3,0.08,4.65,0.06,4.94,5.87,2001
Wreckless  ThE YaKuza MisSiOns,PS2,Racing,Activision,9,3,9,104,3,0.11,4.2,0.08,4.61,4.62,2002
Supercar Street Challenge,PS2,Racing,Activision,9,1,1,247,1.12,0.55,3.52,0.43,5.62,6.12,2001
Lyrical Lyric,PC,Adventure,IBM,7,1,9,53,6.23,3.75,5.6,4.85,20.43,4.56,2007
Numblast,PSN,Puzzle,Omega,3,4,8,212,7.26,6.4,3,3.77,20.43,3.46,2009
Rally Fusion  Race of Champions,PS2,Racing,Activision,4,8,4,123,3,0.06,4.67,0.05,4.91,2.84,2002
Pri Saga  Princess o Sagase ,PS2,Adventure,Activision,6,4,8,284,4.69,6.8,3.06,5.88,20.43,3.55,2007
Orange Honey  Boku wa Kimi ni Koishiteru,PS2,Adventure,Frontier Developments,1,1,8,158,5.92,5,3.5,6,20.42,1.17,2007
MTX Mototrax,PS2,Racing,Activision,4,2,2,155,3,0.13,1.62,0.1,2.11,2.97,2004
Mortal Kombat  Arcade Kollection,PSN,Fighting,Amazon Game Studios,6,5,4,177,2.57,7.26,3.84,6.75,20.42,4.35,2011
Borderlands  Mad Moxxis Underdome Riot,PSN,Shooter,Frontier Developments,9,6,3,274,3.45,4.69,5.84,6.43,20.41,3.44,2010
Wreckfest,PS4,Racing,Activision,7,10,10,83,6.33,7.5,1.73,4.85,20.41,3.66,2019
Call of Duty  Modern Warfare,PS4,Shooter,Activision,10,8,7,168,7.43,3.89,3.8,5.27,20.39,1.63,2019
Gundemonium Recollection,PC,Shooter,Electronic Arts,6,7,9,115,5.59,4.28,5.07,5.45,20.39,3.14,2011
American Chopper 2  Full Throttle,PS2,Racing,Activision,4,6,2,282,3,0.09,4.36,0.07,4.7,4.82,2005
American Chopper,PS2,Racing,Activision,9,4,8,86,3,0.35,2.96,0.01,3.74,2.56,2004
Five Nights at Freddy?s VR  Help Wanted,PS4,Simulation,Amazon Game Studios,9,6,3,287,4.03,6.17,3.19,7,20.39,5.52,2019
Rag Doll Kung Fu  Fists of Plastic,PSN,Fighting,Activision,6,6.2,7,232,1.4,7.05,5.34,6.6,20.39,1.32,2009
Half Life Deathmatch  Source,PC,Shooter,Frontier Developments,5,7,3,2,3.23,6.9,5.41,4.85,20.39,3.56,2006
Microsoft Flight Simulator 1.0,PC,Simulation,IBM,10,2,8,114,4.63,6.73,3.38,5.64,20.38,4.23,2019
Zeccho Spiral  ,PC,Adventure,Ubisoft,7,9,10,106,6.52,2.37,5.12,6.35,20.36,5.87,2011
FIFA Soccer 10 (PSP),PSN,Sports,Ubisoft,1,7.9,10,287,7.61,4.61,1.99,6.15,20.36,1.33,2009
The Room Two,PC,Adventure,Sony Computer Entertainment,7,7,7,0.2,7.95,3.22,3.86,5.33,20.36,3.49,2016
Spec Ops  Covert Assault,PSN,Shooter,Sony Computer Entertainment,10,9,8,199,6.72,4.15,4.24,5.25,20.36,6.36,2009
Ram Racing,DS,Racing,Omega,7,10,7,116,7.32,7.7,3.63,1.71,20.36,3.22,2011
Ochaken no Daibouken,DS,Simulation,Frontier Developments,4,4,10,97,7.3,3.48,5.44,4.13,20.35,1.32,2007
99 Spirits   Cage of Night,PC,Adventure,IBM,6,9,8,10,3.41,6.98,6,3.96,20.35,0.01,2014
The Golf Club,PC,Sports,Activision,10,10,6,231,6.02,3.36,5.89,5.07,20.34,1.98,2015
DS Dengeki Bunko  Iria no Sora  UFO no Natsu II,DS,Adventure,Frontier Developments,2,7,3,145,7.32,4.45,4.6,3.96,20.33,4.93,2007
The King of Fighters 2003,PS2,Fighting,Ubisoft,3,7,10,94,6.58,2.19,5.73,5.82,20.32,3.16,2006
