title,platform,genre,publisher,vg_score,critic_score,user_score,total_shipped,aisan_sales,north_american_sales,japan_sales,european_sales,global_sales,Production Cost,release_year
Murder Detective  Jack the Ripper,PS4,Adventure,Omega,7.0,2.0,4.0,184.0,2.22,1.18,5.95,5.99,15.34,4.94,2019
Outlaw Golf,PS2,Sports,Sony Computer Entertainment,2.0,8.0,2.0,224.0,5.7,7.85,2.88,3.65,20.08,6.27,2003
LEGO Island 2  The Bricksters Revenge,PC,Adventure,IBM,9.0,7.0,2.0,150.0,1.93,3.78,2.55,3.43,11.69,2.69,2001
Scooby Doo  First Frights,DS,Adventure,Electronic Arts,8.0,2.0,4.0,295.0,3.0,0.6,1.23,0.16,2.82,5.35,2009
Puppy Luv  Spa and Resort,DS,Simulation,Activision,9.0,2.0,9.0,8.0,3.0,0.4,5.92,3.48,10.24,2.63,2007
SOCOM  U.S. Navy SEALs Fireteam Bravo,PSN,Shooter,Omega,7.0,6.0,10.0,241.0,4.42,5.05,3.38,3.19,16.04,1.07,2007
Woodcutter Simulator,PC,Simulation,Sony Computer Entertainment,4.0,3.0,10.0,179.0,6.89,1.82,2.04,5.39,16.14,2.31,2006
Premier Manager 2006 2007,PC,Sports,IBM,6.0,6.0,5.0,160.0,7.34,4.1,1.31,4.05,16.8,1.96,2006
The King of Fighters 98 Ultimate Match,PS2,Fighting,Frontier Developments,3.0,3.0,6.0,24.0,3.0,0.04,0.03,0.03,0.22,3.19,2009
Imagine  Reporter,DS,Simulation,Ubisoft,6.0,5.0,2.0,103.0,3.0,0.08,5.73,0.01,5.92,4.38,2010
Crash Nitro Kart,PS2,Racing,Ubisoft,6.0,4.0,1.0,197.0,1.95,0.74,4.59,1.01,8.29,5.34,2003
Bokura no Telebi Game Kentei,DS,Puzzle,Electronic Arts,2.0,6.0,10.0,35.0,7.33,1.18,5.94,1.13,15.58,2.06,2008
Scarlett  Nichijou no Kyoukaisen,PS2,Adventure,Electronic Arts,1.0,3.0,10.0,78.0,3.0,4.92,0.01,1.62,6.56,1.13,2008
ACA NEOGEO REAL BOUT FATAL FURY SPECIAL,PS4,Fighting,Amazon Game Studios,8.0,3.0,10.0,180.0,7.68,1.52,4.79,1.01,15.0,1.52,2018
Project Fashion,PC,Adventure,Electronic Arts,3.0,2.0,2.0,214.0,6.63,1.06,4.1,4.48,16.27,6.67,2007
Train Valley,PC,Simulation,Omega,1.0,2.0,8.0,0.16,4.9,5.63,4.63,6.62,21.78,5.39,2001
WinBack 2  Project Poseidon,PS2,Shooter,Sony Computer Entertainment,4.0,4.0,6.0,181.0,3.0,0.01,5.07,0.01,5.1,4.13,2006
B 17 Gunner  Air War Over Germany,PC,Simulation,Sony Computer Entertainment,9.0,2.0,10.0,151.0,4.8,1.82,4.71,4.13,15.46,1.03,2001
Gradius V,PS2,Shooter,Omega,7.0,10.0,8.0,105.0,3.0,0.05,1.02,0.04,1.2,3.81,2004
Dr. Dolittle,PS2,Simulation,Electronic Arts,4.0,3.0,10.0,138.0,7.34,4.7,1.38,6.6,20.02,1.78,2006
NCAA Basketball 09,PS2,Sports,Electronic Arts,10.0,10.0,10.0,112.0,3.0,0.14,3.62,0.11,4.15,5.47,2008
Toren,PC,Adventure,Omega,10.0,4.0,1.0,187.0,5.94,2.24,4.13,1.06,13.37,5.96,2008
Tetsu 1  Densha de Battle ,PS2,Simulation,Frontier Developments,2.0,4.0,6.0,94.0,6.91,1.53,2.0,1.4,11.84,1.02,2001
Doki Majo Plus,DS,Adventure,Electronic Arts,5.0,2.0,2.0,176.0,3.0,6.82,0.02,3.24,10.1,5.23,2009
Pro Evolution Soccer 2013,PS2,Sports,Frontier Developments,6.0,2.0,7.0,67.0,5.79,1.98,2.96,4.9,15.63,1.96,2012
Sotsugyou * Maid in Love,PC,Adventure,Amazon Game Studios,8.0,7.0,6.0,173.0,4.05,4.59,5.67,5.88,20.19,1.05,2002
Portal 2,PS3,Shooter,Omega,9.0,9.6,2.0,13.0,1.71,0.83,0.02,0.62,3.18,5.92,2011
Elan Plus,PSN,Simulation,Electronic Arts,8.0,9.0,1.0,45.0,1.87,4.07,2.98,5.69,14.61,1.75,2010
Marionette Company 2 Chu ,PS,Adventure,Activision,1.0,2.0,6.0,248.0,3.9,2.15,1.93,2.63,10.61,4.85,2000
Simple 1500 Series Vol.75  The Double Shooting ~RayStorm x RayCrisis~,PS,Shooter,Omega,7.0,2.0,6.0,260.0,5.34,2.13,3.12,6.51,17.1,3.0,2001
Tom Clancys Ghost Recon 2,PS2,Shooter,Ubisoft,3.0,7.0,10.0,262.0,1.08,0.64,1.0,0.34,3.06,1.01,2004
Championship Manager 2010,PSN,Sports,Activision,7.0,10.0,8.0,286.0,2.94,2.0,2.68,3.74,11.36,1.26,2010
Kinetica,PS2,Racing,Activision,4.0,4.0,3.0,274.0,3.0,0.16,1.21,0.12,1.81,1.38,2001
Cold Winter,PS2,Shooter,Omega,9.0,7.0,5.0,47.0,3.0,0.06,3.91,0.04,4.12,5.28,2005
Zoo Tycoon  Friends,PC,Simulation,Ubisoft,8.0,1.0,8.0,263.0,1.4,3.86,1.66,3.36,10.28,1.71,2014
Typing Renai Hakusho,PS2,Adventure,Frontier Developments,10.0,6.0,9.0,157.0,4.35,3.96,3.5,2.44,14.25,0.02,2002
Dream Chronicles,DS,Adventure,Sony Computer Entertainment,8.0,10.0,3.0,17.0,3.0,0.02,4.67,3.95,8.66,7.25,2010
Aqua Teen Hunger Force  Zombie Ninja Pro Am,PS2,Racing,Omega,8.0,5.0,10.0,42.0,3.0,0.03,2.0,0.03,2.13,3.34,2007
Japan Golfers Kentei DS,DS,Sports,Frontier Developments,8.0,7.0,2.0,181.0,1.2,4.28,1.6,1.81,8.89,4.72,2009
NBA 2K7,PS2,Sports,Frontier Developments,6.0,8.2,3.0,130.0,3.0,0.65,5.66,0.02,7.11,5.05,2006
YuYu Hakusho Ghost Files  Dark Tournament,PS2,Fighting,Frontier Developments,3.0,6.0,5.0,129.0,5.81,1.16,4.02,3.82,14.81,5.09,2004
(c 12) Final Resistance,PS,Shooter,IBM,1.0,6.5,4.0,8.0,5.08,1.1,5.7,3.54,15.42,1.98,2002
MinDeaD BlooD  Mayu to Mana no Yuketso Hako,PC,Adventure,Activision,6.0,9.0,7.0,286.0,4.42,4.09,1.74,4.05,14.3,4.16,2004
EVE  burst error Plus,PS2,Adventure,Sony Computer Entertainment,5.0,4.0,4.0,76.0,2.58,3.59,1.76,3.17,11.1,6.43,2003
ESPN NHL Hockey,PS2,Sports,Frontier Developments,4.0,2.0,2.0,55.0,3.0,0.11,5.82,0.09,6.25,3.85,2003
Asterix at the Olympic Games,DS,Sports,Amazon Game Studios,8.0,10.0,6.0,184.0,5.16,3.78,4.58,1.08,14.6,3.77,2008
Pilot Down  Behind Enemy Lines,PC,Adventure,Activision,4.0,9.0,9.0,132.0,3.24,3.6,1.12,2.97,10.93,1.53,2005
Janes Hotel,PSN,Simulation,Sony Computer Entertainment,6.0,9.0,5.0,114.0,2.99,3.51,4.34,4.99,15.83,3.0,2010
Dogz,DS,Simulation,Ubisoft,2.0,2.0,6.0,155.0,3.0,0.5,1.13,0.01,2.2,3.89,2006
Dr. Seuss The Cat in the Hat,PC,Adventure,Frontier Developments,10.0,4.0,10.0,203.0,6.99,7.72,3.62,1.82,20.15,1.67,2003
LEGO Harry Potter  Years 1 4,PSN,Adventure,Omega,8.0,2.0,7.0,84.0,6.72,1.04,5.19,1.2,14.15,3.19,2010
Project CARS,PC,Racing,Ubisoft,8.0,2.0,1.0,215.0,3.0,1.46,3.37,0.12,5.08,1.92,2015
Call of Duty  World at War   Map Pack 1,PSN,Shooter,Activision,5.0,4.0,5.0,53.0,4.83,1.11,2.48,5.12,13.54,4.23,2009
Kuros,PC,Adventure,Activision,9.0,9.0,6.0,80.0,2.19,2.12,3.31,4.18,11.8,5.09,2009
Ikusa Otome Valkyrie,PC,Adventure,Amazon Game Studios,2.0,9.0,2.0,154.0,4.72,7.58,3.18,6.08,21.56,0.29,2004
FBI Hostage Rescue,PC,Shooter,Activision,2.0,8.0,7.0,107.0,4.18,3.83,5.79,4.33,18.13,5.12,2004
Masked Shooters 2,PC,Shooter,Electronic Arts,9.0,10.0,8.0,0.15,5.23,5.99,4.7,6.3,22.22,3.63,2013
Kokoro o Yasumeru Otona no Nurie DS 2,DS,Puzzle,Electronic Arts,9.0,9.0,2.0,224.0,3.56,2.47,4.75,3.91,14.69,1.46,2007
Bloody Good Time,PC,Shooter,Ubisoft,6.0,5.0,9.0,0.12,1.64,3.04,5.74,3.5,13.92,4.25,2010
Neuro Hunter,PC,Shooter,Frontier Developments,5.0,4.0,3.0,128.0,3.57,3.58,1.71,4.85,13.71,3.47,2005
Tom Clancys Rainbow Six,PSN,Shooter,IBM,10.0,7.0,9.0,145.0,5.4,1.71,3.89,5.01,16.01,7.52,2009
AIR,PSN,Adventure,Frontier Developments,6.0,2.0,6.0,235.0,4.11,2.18,5.29,3.83,15.41,5.19,2010
Battle Fantasia,PS3,Fighting,Electronic Arts,6.0,7.0,8.0,6.0,3.0,3.88,0.01,5.31,9.21,4.07,2009
Kaleidoscope,PSN,Puzzle,Omega,6.0,3.0,4.0,208.0,6.38,1.57,1.66,4.86,14.47,2.99,2011
The King of Fighters 98  Dream Match Never Ends,PSN,Fighting,Electronic Arts,7.0,2.0,5.0,262.0,7.73,7.55,1.74,3.97,20.99,6.73,2007
Kurokami Otome Tai,PC,Adventure,IBM,2.0,10.0,8.0,230.0,5.87,1.04,3.14,1.97,12.02,1.96,2005
The Putter Golf,PS,Sports,Activision,3.0,5.0,6.0,204.0,3.0,0.04,3.36,0.03,3.5,1.91,2001
Ford Truck Mania,PS,Racing,Activision,4.0,2.0,2.0,294.0,5.57,1.73,2.77,3.86,13.93,7.75,2003
Sam & Max  Season One,PC,Adventure,Activision,3.0,6.0,8.0,218.0,4.94,7.98,5.37,5.53,23.82,6.8,2007
Go  Puzzle,PS3,Puzzle,Sony Computer Entertainment,10.0,10.0,9.0,67.0,7.46,7.56,1.63,6.38,23.03,2.87,2007
Animal Planet  Vet Life,DS,Simulation,Activision,7.0,5.0,6.0,61.0,3.0,0.1,1.3,5.98,7.49,2.66,2009
Silent Hill 3,PC,Adventure,IBM,8.0,10.0,6.0,178.0,1.14,2.99,5.34,1.75,11.22,1.72,2003
Heroes of the Pacific,PS2,Simulation,Ubisoft,2.0,1.0,3.0,94.0,3.0,0.14,5.72,0.11,6.26,6.43,2005
Superbike GP,PS2,Racing,Frontier Developments,5.0,4.0,4.0,167.0,7.64,4.37,5.38,5.97,23.36,4.83,2006
Egypt II  The Heliopolis Prophecy,PS,Adventure,Frontier Developments,3.0,7.0,4.0,87.0,1.34,3.32,1.91,2.48,9.05,1.38,2001
Flower Shop  Winter In Fairbrook,Linux,Adventure,Activision,10.0,5.0,1.0,238.0,5.57,1.37,3.99,3.11,14.04,2.17,2011
Ford Mustang  The Legend Lives,PS2,Racing,Frontier Developments,9.0,10.0,1.0,165.0,3.0,0.14,1.72,0.11,2.26,5.21,2005
Paladins,PC,Shooter,Omega,9.0,9.0,6.0,160.0,1.19,2.8,1.33,4.12,9.44,6.6,2018
G Force (2006),PS2,Sports,Sony Computer Entertainment,10.0,1.0,3.0,112.0,4.63,2.31,1.11,6.71,14.76,5.88,2006
Bet on Soldier  Black out Saigon,PC,Shooter,Electronic Arts,1.0,8.0,8.0,22.0,3.36,3.19,3.58,5.27,15.4,5.61,2006
Backyard NFL Football 2006,PS2,Sports,Electronic Arts,10.0,4.0,9.0,205.0,3.0,0.1,4.66,0.08,5.04,1.98,2005
SimCity Creator (JP sales),DS,Simulation,Electronic Arts,9.0,9.0,6.0,121.0,3.0,1.59,0.18,5.4,7.35,5.06,2008
Club Penguin  Elite Penguin Force,DS,Adventure,Sony Computer Entertainment,1.0,7.0,3.0,215.0,3.14,1.87,1.48,0.97,7.46,3.18,2008
Rugby 06,PC,Sports,Ubisoft,6.0,9.0,9.0,128.0,2.39,3.99,1.36,6.81,14.55,1.55,2006
Championship Manager 03 04,PC,Sports,Ubisoft,10.0,4.0,8.0,231.0,1.26,4.56,1.44,1.15,8.41,3.93,2003
Call of Duty  Black Ops,PS3,Shooter,Activision,9.0,8.7,5.0,121.0,12.67,6.01,0.48,4.4,23.56,5.79,2010
Red Death,PC,Shooter,Sony Computer Entertainment,7.0,10.0,2.0,0.22,2.43,3.02,1.31,4.37,11.13,2.43,2018
Akagawa Jirou  Yasoukyoku 2,PSN,Adventure,Activision,10.0,9.0,8.0,197.0,5.78,5.18,1.35,4.37,16.68,7.3,2010
Strong Bads Cool Game for Attractive People Episode 1  Homestar Ruiner,PC,Adventure,Activision,8.0,4.0,7.0,98.0,5.49,6.31,5.37,6.72,23.89,6.28,2008
Initial D  Special Stage,PS2,Racing,Electronic Arts,3.0,2.0,3.0,140.0,3.0,1.11,0.27,3.9,5.55,1.7,2003
Klonoa Beach Volleyball,PS,Sports,Amazon Game Studios,10.0,6.0,5.0,210.0,3.0,0.03,5.52,0.02,5.63,3.24,2002
Tunnel Rats,PC,Shooter,Activision,7.0,1.0,5.0,14.0,4.57,2.26,3.58,5.24,15.65,2.66,2009
Nanostray,DS,Shooter,Activision,5.0,4.0,9.0,137.0,3.0,0.05,1.55,2.16,3.82,5.95,2005
Police Simulator 2 Law and Order,PC,Simulation,Omega,10.0,9.0,9.0,184.0,7.69,3.81,1.95,5.81,19.26,4.21,2012
NBA Live 06 (All region sales),PS2,Sports,Sony Computer Entertainment,10.0,4.0,5.0,23.0,1.64,1.44,2.97,0.15,6.2,4.85,2005
Real Crimes  The Unicorn Killer,PC,Puzzle,Electronic Arts,1.0,2.0,5.0,131.0,4.54,6.27,4.84,4.08,19.73,3.14,2009
Mercenaries 2  World in Flames,PS3,Shooter,Electronic Arts,4.0,6.0,4.0,75.0,3.0,0.29,0.02,0.4,1.58,3.69,2008
Supernova Shootout,PC,Shooter,Omega,2.0,8.0,10.0,93.0,4.73,3.55,4.78,3.98,17.04,5.93,2000
FIFA Street,PS2,Sports,Electronic Arts,3.0,4.0,4.0,223.0,3.0,0.15,2.87,0.12,3.45,2.43,2005
The Pedestrian,PC,Puzzle,Ubisoft,7.0,6.0,4.0,177.0,4.37,2.56,1.81,3.81,12.55,2.41,2019
L2  Love x Loop,PS2,Adventure,Electronic Arts,10.0,3.0,1.0,224.0,4.13,3.15,1.31,4.03,12.62,4.4,2009
R Type Dimensions EX,PC,Shooter,Omega,6.0,5.0,9.0,129.0,6.13,3.27,1.57,3.9,14.87,5.87,2018
K 1 Grand Prix,PS,Fighting,Activision,5.0,5.0,10.0,206.0,3.0,0.01,4.65,0.01,4.68,4.79,2000
Pure,PSN,Racing,Electronic Arts,6.0,6.0,2.0,131.0,6.69,3.99,2.12,5.57,18.37,3.89,2011
Sea Monsters  A Prehistoric Adventure,PS2,Adventure,Activision,4.0,9.0,3.0,236.0,5.14,2.81,3.41,5.29,16.65,5.72,2008
Sonic At The Olympic Games   Tokyo 2020,iOS,Sports,Activision,2.0,8.0,7.0,169.0,3.46,2.03,3.94,4.77,14.2,3.97,2000
Harvest Moon  Frantic Farming,DS,Puzzle,Ubisoft,1.0,7.0,8.0,70.0,3.0,0.08,2.43,0.01,2.62,3.8,2009
RACE 07  Official WTCC Game,PC,Racing,Omega,6.0,7.0,4.0,78.0,7.34,5.07,2.49,6.45,21.35,6.71,2007
Catch  Kimochi Sensation,PSN,Adventure,Omega,5.0,1.0,2.0,175.0,3.64,3.55,3.29,6.82,17.3,2.75,2009
RICO,PS4,Shooter,IBM,8.0,6.0,6.0,274.0,5.95,4.71,3.78,2.96,17.4,4.31,2019
Far Cry 4,PS3,Shooter,Ubisoft,9.0,10.0,10.0,13.0,1.26,0.35,0.09,0.63,2.33,3.24,2014
Sega Ages 2500 Series Vol. 9  Gain Ground,PS2,Shooter,Electronic Arts,1.0,5.0,5.0,182.0,2.05,2.99,4.45,4.75,14.24,5.31,2004
Yumeiro Patissiere  My Sweets Cooking,DS,Simulation,IBM,10.0,6.0,6.0,234.0,3.0,2.26,0.03,4.99,7.31,5.88,2010
Stand OFood,PSN,Simulation,Sony Computer Entertainment,7.0,7.0,3.0,114.0,2.55,3.12,4.04,2.18,11.89,5.23,2009
Venice Deluxe,PC,Puzzle,Sony Computer Entertainment,4.0,7.0,10.0,100.0,6.31,1.17,2.57,1.91,11.96,2.16,2007
Marvel Nemesis  Rise of the Imperfects,PS2,Fighting,Activision,5.0,10.0,8.0,157.0,3.0,0.64,5.71,0.02,7.14,5.99,2005
Aquarium by DS,DS,Simulation,Sony Computer Entertainment,5.0,10.0,5.0,92.0,3.0,0.05,4.98,4.97,10.06,1.77,2008
Everyday Genius  SquareLogic,PC,Puzzle,Ubisoft,10.0,10.0,4.0,232.0,2.95,2.79,3.92,4.61,14.27,2.26,2009
SimCity DS,DS,Simulation,Electronic Arts,8.0,7.0,3.0,217.0,3.0,0.33,0.21,0.03,1.17,2.37,2007
Tony Hawks Downhill Jam,PS2,Sports,Activision,9.0,2.0,10.0,202.0,7.83,1.85,2.85,5.71,18.24,4.99,2007
Nostradamus  The Last Prophecy,PC,Adventure,Ubisoft,4.0,8.0,7.0,231.0,7.44,2.35,5.0,5.17,19.96,3.5,2007
ESPN NBA 2K5,PS2,Sports,Omega,1.0,1.0,9.0,67.0,1.59,1.26,2.36,0.12,5.33,3.34,2004
Memories Off 6  Next Relation,PS2,Adventure,Ubisoft,9.0,10.0,9.0,26.0,3.0,2.8,0.02,4.81,7.65,3.0,2009
Big Buck Hunter Arcade,PS4,Shooter,Electronic Arts,8.0,8.0,2.0,198.0,3.0,0.02,3.07,4.68,7.79,2.68,2017
Inferno Pool,PSN,Sports,Amazon Game Studios,6.0,8.0,4.0,281.0,2.01,4.84,5.24,3.5,15.59,4.76,2009
DDRMAX2  Dance Dance Revolution,PS2,Simulation,Omega,9.0,1.0,3.0,31.0,1.81,1.05,5.08,0.59,8.53,0.02,2003
Sweet Honey Coming,PS2,Adventure,Ubisoft,9.0,6.0,6.0,216.0,3.0,1.99,0.01,6.22,8.23,3.66,2009
NFL Blitz 2001,PS,Sports,Ubisoft,8.0,8.0,5.0,89.0,3.0,0.33,3.72,0.22,4.86,4.42,2000
Cars  Mater National Championship,PS2,Racing,Sony Computer Entertainment,3.0,8.0,10.0,38.0,3.0,0.12,5.14,0.09,5.6,2.87,2007
Chulip,PS2,Adventure,Electronic Arts,3.0,7.0,3.0,88.0,7.92,1.54,5.46,5.99,20.91,5.48,2007
Simple DS Series Vol. 47  The Suiri  Shinshou 2009,DS,Adventure,Activision,5.0,5.0,9.0,172.0,3.0,3.49,0.01,1.43,4.94,1.32,2009
The Enchanted Unicorn,PC,Adventure,Omega,1.0,10.0,1.0,239.0,6.17,6.78,3.6,3.28,19.83,4.93,2008
Disney Friends,DS,Simulation,Activision,9.0,1.0,4.0,275.0,3.0,0.12,5.79,0.03,6.11,3.11,2008
MX 2002 Featuring Ricky Carmichael,PS2,Racing,Activision,1.0,8.0,3.0,298.0,3.0,0.27,3.1,0.21,4.14,4.07,2001
Call of Duty  World at War   Map Pack 3,PSN,Shooter,Activision,3.0,9.0,9.0,50.0,7.82,2.23,2.64,3.69,16.38,2.93,2009
FIFA Soccer 09,PS2,Sports,Electronic Arts,2.0,10.0,10.0,187.0,2.28,0.38,0.01,0.07,2.74,1.98,2008
Iron Soldier 3,PS,Simulation,Sony Computer Entertainment,2.0,6.0,6.0,126.0,3.0,0.01,4.4,0.01,4.44,2.89,2000
Aoi Namida,PC,Adventure,Ubisoft,1.0,10.0,9.0,108.0,2.64,1.38,4.33,5.06,13.41,3.84,2003
Shaman King  Funbari Spirits,PS2,Fighting,Electronic Arts,10.0,4.0,2.0,118.0,1.67,1.95,1.92,4.09,9.63,3.03,2004
Blood & Truth,PS4,Shooter,Omega,6.0,2.0,10.0,69.0,4.21,3.73,5.13,3.27,16.34,6.28,2019
Mahjong Zen,PC,Puzzle,Omega,6.0,8.0,1.0,109.0,6.14,5.0,5.92,3.79,20.85,2.34,2011
Out of the Park Baseball 16,PC,Simulation,Ubisoft,10.0,6.0,4.0,294.0,4.63,2.92,3.48,1.14,12.17,5.95,2015
Jet X20,PS2,Racing,Electronic Arts,9.0,4.0,5.0,218.0,3.0,0.11,5.78,0.09,6.21,3.09,2002
D.C.P.S.  Da Capo Plus Situation,PS2,Adventure,Sony Computer Entertainment,5.0,10.0,2.0,106.0,7.41,1.61,1.29,2.63,12.94,2.56,2003
PAC MAN Championship Edition DX  All You Can Eat Edition,PC,Puzzle,Ubisoft,7.0,1.0,1.0,1.1,3.87,1.96,3.38,3.95,13.16,5.35,2014
Imagine  Music Fest,DS,Simulation,Ubisoft,3.0,10.0,4.0,300.0,3.0,0.14,3.31,6.03,9.64,6.52,2009
XG Blast ,DS,Shooter,Activision,7.0,2.0,1.0,129.0,5.19,2.65,3.84,2.58,14.26,6.37,2016
Alice in Wonderland,DS,Adventure,Electronic Arts,8.0,7.0,3.0,59.0,3.0,0.25,2.9,0.18,3.81,0.03,2010
Fire Pro Wrestling World,PC,Fighting,Sony Computer Entertainment,8.0,4.0,9.0,225.0,4.4,5.39,2.5,6.47,18.76,3.95,2017
Elan,PSN,Simulation,Omega,8.0,2.0,4.0,130.0,7.74,1.55,5.54,3.62,18.45,5.39,2010
MotoGP 14,PS3,Racing,Sony Computer Entertainment,10.0,6.0,5.0,87.0,3.0,0.05,1.54,0.05,1.76,3.87,2014
S.Y.K  Shinsetsu Saiyuuki,PS2,Adventure,Amazon Game Studios,7.0,2.0,8.0,254.0,3.0,2.65,0.01,5.57,8.24,2.89,2009
Earthshield,PSN,Shooter,Omega,10.0,6.0,6.0,286.0,3.94,6.77,4.72,5.19,20.62,5.35,2010
Maiden * Breeder 2,PC,Adventure,Sony Computer Entertainment,1.0,6.0,1.0,201.0,4.85,6.91,4.5,2.95,19.21,4.07,2004
NASCAR Heat,PC,Racing,IBM,2.0,9.0,1.0,298.0,6.41,4.49,3.76,5.16,19.82,6.63,2000
Agatha Christie  The ABC Murders,DS,Adventure,Activision,2.0,6.0,6.0,130.0,3.0,0.08,4.4,0.01,4.59,6.84,2009
TrackMania,PC,Racing,Activision,2.0,7.0,3.0,251.0,1.94,4.93,2.25,6.18,15.3,3.43,2004
Greg Hastings Tournament Paintball Maxd,DS,Shooter,Activision,3.0,5.0,5.0,155.0,3.0,0.03,3.47,6.02,9.56,4.38,2006
Nancy Drew  The Creature of Kapu Cave,PC,Adventure,Electronic Arts,5.0,3.0,9.0,77.0,1.4,2.85,2.28,1.99,8.52,4.34,2006
Alien Hominid,PC,Shooter,Omega,8.0,3.0,5.0,143.0,1.53,4.26,4.47,6.32,16.58,5.08,2006
DinerTown Tycoon,PC,Simulation,Electronic Arts,1.0,7.0,1.0,123.0,6.53,2.18,5.91,5.82,20.44,3.16,2009
Hektor,PC,Adventure,Frontier Developments,8.0,1.0,6.0,0.11,3.89,4.42,1.6,3.24,13.15,5.59,2015
Kira * Kira  Rock n Roll Show,PS2,Adventure,IBM,1.0,3.0,10.0,78.0,3.0,2.46,0.01,3.63,6.11,5.4,2009
Cake Mania,DS,Puzzle,Amazon Game Studios,5.0,10.0,1.0,67.0,3.0,0.09,3.43,0.01,3.64,4.76,2007
Football Manager Handheld 2010,PSN,Sports,Electronic Arts,8.0,6.0,10.0,281.0,7.59,1.6,2.06,1.21,12.46,1.03,2009
FIFA Soccer 11,PC,Sports,Omega,8.0,8.4,7.0,155.0,3.0,3.08,5.46,0.15,8.87,3.0,2010
Championship Manager 3,PC,Sports,Electronic Arts,1.0,1.0,5.0,222.0,1.01,3.28,1.8,0.93,7.02,2.55,2003
Playboy The Mansion  Gold Edition,PC,Simulation,Ubisoft,4.0,5.0,9.0,213.0,5.33,7.79,2.07,6.14,21.33,1.69,2005
Mean Girls,DS,Puzzle,Activision,9.0,7.0,6.0,146.0,3.0,0.01,4.84,4.0,8.86,4.27,2010
Crysis 2  Retaliation Pack,PC,Shooter,Electronic Arts,6.0,4.0,10.0,231.0,4.29,1.41,3.13,2.6,11.43,2.06,2011
BeatMania IIDX 6th Style  New Songs Collection,PS2,Simulation,Ubisoft,10.0,1.0,2.0,84.0,4.12,3.92,5.91,1.88,15.83,4.7,2002
Far Cry 2,PC,Shooter,Ubisoft,3.0,8.4,7.0,69.0,3.0,0.01,3.45,0.45,4.39,0.01,2008
Winter Sports 2  The Next Challenge,DS,Sports,Sony Computer Entertainment,8.0,10.0,5.0,171.0,3.0,0.04,5.69,0.02,5.81,7.75,2008
Kings Quest II  Romancing the Stones (VGA Version),PC,Adventure,Sony Computer Entertainment,2.0,6.0,7.0,261.0,3.72,2.76,3.28,4.35,14.11,2.7,2002
Moshimo Ashita ga Hare Naraba,PC,Adventure,Sony Computer Entertainment,6.0,1.0,8.0,193.0,4.83,4.62,1.26,1.85,12.56,1.75,2006
Gran Turismo 3  A Spec,PS2,Racing,Sony Computer Entertainment,2.0,9.3,1.0,14.89,2.24,3.47,2.55,4.27,12.53,3.97,2001
MySims,DS,Simulation,Electronic Arts,3.0,6.7,3.0,131.0,3.66,1.58,0.08,1.6,6.92,5.59,2007
Harry Potter  Quidditch World Cup,PS2,Sports,Electronic Arts,8.0,6.0,10.0,105.0,3.0,0.44,3.2,0.34,4.88,3.02,2003
Void Bastards,PS4,Shooter,Omega,9.0,2.0,2.0,5.0,2.25,4.53,5.57,3.85,16.2,5.68,2020
Eurofighter Typhoon,PC,Simulation,Amazon Game Studios,1.0,8.0,10.0,206.0,3.19,3.2,1.08,3.67,11.14,4.4,2001
12Riven  The Psi Climinal of Integral,PC,Adventure,IBM,8.0,6.0,10.0,115.0,6.35,4.12,5.2,6.69,22.36,3.99,2008
Akagawa Jirou  Yasoukyoku 2,PS,Adventure,Omega,7.0,7.0,8.0,219.0,1.73,1.94,5.96,1.67,11.3,1.53,2001
Aquaria,PC,Adventure,Activision,4.0,4.0,10.0,0.16,7.37,4.54,1.85,4.14,17.9,2.24,2007
Imagine  Fashion Designer,PC,Simulation,Ubisoft,5.0,6.0,3.0,60.0,3.91,6.83,3.56,5.16,19.46,4.31,2007
Monkey Island 2 Special Edition  LeChucks Revenge,PC,Adventure,IBM,8.0,5.0,1.0,0.29,6.24,2.51,1.4,2.93,13.08,3.66,2010
Barbie and the Three Musketeers,PC,Adventure,IBM,7.0,6.0,9.0,88.0,7.54,4.89,5.28,4.35,22.06,3.5,2009
BallisticNG,PC,Racing,IBM,9.0,1.0,8.0,0.1,5.38,1.62,2.45,4.48,13.93,7.2,2018
Up,DS,Adventure,IBM,2.0,6.0,9.0,289.0,3.0,0.3,4.18,0.27,5.39,4.81,2009
Beverly Hills Cop,PS2,Shooter,Sony Computer Entertainment,1.0,6.0,1.0,145.0,6.17,4.04,1.8,6.87,18.88,4.42,2006
Kamen Rider  Dragon Knight,DS,Fighting,Activision,9.0,5.0,10.0,57.0,3.0,0.05,1.25,3.33,4.68,6.21,2009
Lost Secrets  Caribbean Explorer   Secrets of the Sea,PC,Puzzle,Activision,1.0,4.0,4.0,39.0,1.73,4.36,5.93,4.58,16.6,4.9,2009
Jikkyou Powerful Pro Yakyuu 2000 Kaimakuban,PS,Sports,Electronic Arts,6.0,6.0,6.0,204.0,3.0,2.88,0.27,5.7,9.14,3.31,2000
Ship Simulator 2008 Collectors Edition,PC,Simulation,Omega,10.0,3.0,8.0,203.0,6.99,1.32,5.64,3.77,17.72,5.76,2008
Smarties  Meltdown,PS2,Adventure,Electronic Arts,2.0,4.0,1.0,107.0,1.33,2.19,3.06,4.19,10.77,4.5,2006
Mini RC Rally,DS,Racing,Ubisoft,9.0,2.0,5.0,67.0,5.11,2.53,4.54,3.68,15.86,4.59,2006
