title,platform,genre,publisher,vg_score,critic_score,user_score,total_shipped,aisan_sales,north_american_sales,japan_sales,european_sales,Production Cost,release_year
Ford Racing Off Road,PC,Racing,Electronic Arts,8.0,7.0,1.0,70.0,6.67,2.11,1.43,6.5,4.26,2008.0
MotorStorm  Pacific Rift,PS3,Racing,Amazon Game Studios,8.7,8.0,8.7,1.0,6.08,7.77,3.52,1.69,1.15,2008.0
This Is The Police,PS4,Simulation,Sony Computer Entertainment,10.0,10.0,9.0,81.0,3.0,0.01,4.24,1.6,2.29,2017.0
TimeSplitters 2,PS2,Shooter,Electronic Arts,9.0,9.1,6.0,74.0,3.0,0.34,5.26,0.27,2.47,2002.0
Pro Yakyuu Spirits 4,PS3,Sports,Ubisoft,6.0,9.0,9.0,144.0,3.0,1.73,0.07,6.71,5.8,2007.0
Ship Simulator 2006 Collectors Edition,PC,Simulation,IBM,6.0,1.0,1.0,162.0,4.29,1.43,5.05,5.66,1.76,2006.0
Tiara,PC,Adventure,Amazon Game Studios,1.0,10.0,2.0,1.0,6.14,2.24,1.3,5.11,1.16,2009.0
MVP Baseball 2005,PS2,Sports,Activision,8.0,6.0,10.0,45.0,1.54,1.26,2.64,0.07,1.28,2005.0
Robots,PS2,Adventure,Omega,8.0,9.0,3.0,239.0,3.0,0.18,2.78,0.14,2.43,2005.0
Elizabeth Find M.D.  Diagnosis Mystery,PC,Puzzle,Activision,8.0,2.0,10.0,42.0,3.66,2.36,5.91,3.84,3.0,2009.0
Death Come True,PC,Adventure,IBM,10.0,6.0,1.0,176.0,6.2,3.87,5.46,4.55,6.58,2019.0
No Fate  Only the Power of Will,PSN,Adventure,Sony Computer Entertainment,10.0,2.0,9.0,123.0,2.73,2.15,4.17,5.83,5.05,2010.0
Miami Law,DS,Adventure,Sony Computer Entertainment,6.8,5.5,7.0,225.0,3.0,0.09,4.35,2.73,1.48,2009.0
Lycoris Radiata,PC,Adventure,Amazon Game Studios,5.0,8.0,7.0,117.0,2.92,1.43,2.93,2.99,2.43,2006.0
D.Gray man  Sousha no Shikaku,PS2,Adventure,Omega,4.0,4.0,8.0,38.0,3.0,3.06,0.02,3.21,1.17,2008.0
A Plague Tale  Innocence,PS4,Board Game,Ubisoft,7.0,5.0,8.0,101.0,5.92,3.44,5.26,3.27,4.33,2019.0
Colin McRae Rally 2.0,PC,Racing,Activision,7.0,2.0,6.0,105.0,3.63,3.14,4.61,3.71,3.13,2001.0
Imagine  Animal Doctor,DS,Simulation,Ubisoft,9.0,7.0,5.0,288.0,1.05,0.45,5.09,0.48,3.46,2007.0
History Channel  Battle for the Pacific,PS2,Shooter,Activision,1.0,1.0,3.0,193.0,6.94,1.62,4.72,1.55,3.56,2007.0
Nintama Rantarou  Nintama no Tame no Ninjutsu Training,DS,Puzzle,Activision,1.0,9.0,7.0,99.0,3.0,2.07,0.01,5.15,2.18,2009.0
Def Jam Fight for NY  The Takeover,PSN,Fighting,Omega,8.0,8.0,4.0,221.0,3.8,2.85,2.6,5.17,0.01,2009.0
Suzumiya Haruhi no Tsuisou,PS3,Adventure,Amazon Game Studios,6.0,4.0,4.0,147.0,3.0,1.41,0.03,2.55,3.44,2011.0
Grand Trucker Aniki  Shigoto to Kenka to Koimoyou,DS,Racing,Frontier Developments,3.0,8.0,5.0,273.0,7.59,4.47,2.31,3.65,3.86,2009.0
SBK Superbike World Championship,PS2,Racing,Frontier Developments,2.0,7.0,6.0,80.0,3.0,0.01,1.3,0.01,3.82,2009.0
Fanatica,PC,Adventure,Omega,4.0,2.0,5.0,57.0,2.24,1.11,5.96,4.4,5.06,2004.0
Arcana  Hikari to Yami no Extasis,PC,Adventure,Activision,7.0,1.0,10.0,95.0,4.13,3.14,5.43,1.19,3.55,2000.0
Gallop Racer 2006,PS2,Sports,Ubisoft,7.0,7.0,10.0,85.0,3.0,0.02,0.06,0.02,3.44,2006.0
True Fortune,PS2,Adventure,Ubisoft,1.0,6.0,5.0,227.0,7.86,4.56,5.22,4.37,4.3,2008.0
Pocket Fighter,PSN,Fighting,Electronic Arts,7.0,8.0,7.0,100.0,6.51,1.14,3.96,1.32,1.74,2011.0
SNK Heroines Tag Team Frenzy,PS4,Fighting,Amazon Game Studios,10.0,9.0,3.0,247.0,3.0,1.65,0.02,6.99,7.84,2018.0
Draw a Stickman  EPIC 2,PC,Adventure,Amazon Game Studios,9.0,4.0,3.0,177.0,6.17,1.41,4.52,6.82,0.03,2015.0
Steel Armor  Blaze of War,PC,Simulation,Activision,9.0,9.0,3.0,116.0,4.34,4.96,2.18,1.52,5.27,2017.0
Die Hard  Vendetta,PS2,Shooter,IBM,4.0,6.0,6.0,154.0,3.19,3.79,4.18,4.47,7.3,2003.0
b.l.u.e.  Legend of Water,PSN,Adventure,Amazon Game Studios,3.0,3.0,7.0,259.0,7.57,2.34,5.1,5.18,1.11,2008.0
Machi no Pet Ya San DS  Wannyan 200 Hiki Daishuugou,DS,Simulation,Activision,5.0,9.0,7.0,55.0,1.47,1.2,3.82,4.15,4.41,2007.0
Microsoft Tinker,PC,Puzzle,Ubisoft,6.0,6.0,6.0,7.0,3.26,1.22,1.48,2.45,1.39,2009.0
Vietcong  Purple Haze,PS2,Shooter,Sony Computer Entertainment,4.0,9.0,8.0,77.0,3.0,0.09,2.98,0.07,4.92,2004.0
NASCAR Heat 2,PS4,Racing,Electronic Arts,6.0,3.0,8.0,264.0,3.0,0.11,3.41,3.87,1.66,2017.0
The Simpsons  Hit & Run,PC,Racing,Omega,10.0,2.0,4.0,24.0,1.34,1.04,5.24,2.86,5.34,2003.0
Hoshi no Furu Toki,PS2,Adventure,Frontier Developments,10.0,3.0,7.0,107.0,7.41,3.86,4.81,1.63,6.73,2005.0
The Italian Job,PS2,Racing,Activision,1.0,9.0,10.0,141.0,3.0,0.11,3.47,0.09,5.09,2003.0
Pen 1 Grand Prix  Penguin no Mondai Special,DS,Fighting,Ubisoft,2.0,4.0,3.0,64.0,3.0,2.9,0.16,1.34,6.68,2009.0
Amagami,PS2,Adventure,Electronic Arts,6.0,7.0,8.0,4.0,3.0,4.58,0.13,5.74,5.14,2009.0
WWE SmackDown vs. Raw 2009,DS,Fighting,Omega,8.0,4.0,6.0,162.0,3.0,0.14,1.39,0.02,3.34,2008.0
UNCHARTED  Fortune Hunter,iOS,Puzzle,Activision,8.0,8.0,10.0,84.0,6.95,4.1,2.43,5.49,1.1,2016.0
The Sims 4  Get Together,PC,Simulation,Electronic Arts,9.0,1.0,8.0,69.0,3.0,0.05,4.89,0.27,6.92,2015.0
Snowboarding,PS,Sports,Ubisoft,7.0,7.0,2.0,47.0,3.0,0.16,5.35,0.11,2.84,2000.0
Top Gun  Combat Zones,PC,Simulation,Sony Computer Entertainment,7.0,3.0,9.0,229.0,2.79,1.17,4.53,5.21,3.49,2003.0
All Star Pro Wrestling,PS2,Fighting,Omega,10.0,9.0,1.0,296.0,3.0,1.0,0.2,3.24,3.25,2000.0
Deus Ex  Human Revolution,PS3,Shooter,Ubisoft,7.0,8.8,2.0,200.0,1.38,0.5,0.07,0.6,5.63,2011.0
Backyard Hockey,PC,Sports,Activision,4.0,10.0,1.0,182.0,3.77,1.01,2.0,6.52,5.5,2002.0
Shadow Warrior Classic Redux,PC,Shooter,Sony Computer Entertainment,10.0,6.0,3.0,0.28,4.2,2.87,3.76,3.59,3.85,2012.0
th nk Logic Trainer  Kids,DS,Puzzle,Activision,7.0,2.0,5.0,7.0,3.0,0.01,5.44,5.8,2.64,2009.0
Sonic At The Olympic Games   Tokyo 2020,iOS,Sports,Activision,2.0,8.0,7.0,169.0,3.46,2.03,3.94,4.77,3.97,2000.0
Alien Resurrection,PS,Shooter,Activision,3.0,5.2,10.0,143.0,3.0,0.09,3.75,0.06,2.36,2000.0
Tetris Worlds,PC,Puzzle,Amazon Game Studios,3.0,8.0,10.0,93.0,7.96,7.1,1.02,6.77,2.34,2001.0
G Darius,PSN,Shooter,IBM,3.0,5.0,8.0,148.0,6.96,6.47,3.41,3.26,1.27,2008.0
Gold and Glory  The Road to El Dorado,PC,Adventure,Ubisoft,9.0,8.0,4.0,78.0,5.12,7.27,3.09,2.49,2.52,2001.0
Gakkou o Tsukurou  ,PSN,Simulation,Electronic Arts,5.0,8.0,10.0,63.0,7.43,2.57,1.09,1.78,5.13,2008.0
Power Play Pool,DS,Sports,Activision,2.0,1.0,2.0,131.0,3.0,0.03,1.73,5.56,5.0,2007.0
Game of Thrones  A Telltale Games Series,PS3,Adventure,Omega,10.0,5.0,8.0,96.0,3.0,0.02,3.48,0.02,4.49,2015.0
City Life  World Edition,PC,Simulation,Sony Computer Entertainment,1.0,8.0,1.0,58.0,3.0,4.18,4.96,0.04,7.3,2007.0
Man vs. Wild,PS3,Adventure,Frontier Developments,8.0,4.0,6.0,33.0,3.0,0.07,4.7,4.1,3.0,2011.0
Birds of Steel,PS3,Simulation,Electronic Arts,6.0,4.0,2.0,298.0,3.0,0.1,0.02,0.09,3.22,2012.0
MVP 06 NCAA Baseball,PS2,Sports,Ubisoft,4.0,1.0,2.0,37.0,3.0,0.62,4.21,0.02,4.46,2006.0
Uchida Yasuou Mystery  Meitantei Senken Mitsuhiko Series  Fukutoshin Renzoku Satsujin Jiken,DS,Adventure,Electronic Arts,3.0,7.0,7.0,41.0,3.0,1.3,0.01,4.86,0.07,2009.0
Manifold Garden,PC,Puzzle,Electronic Arts,8.0,4.0,6.0,54.0,3.01,7.14,5.85,6.97,5.4,2014.0
Mashed,PS2,Racing,Sony Computer Entertainment,2.0,8.0,1.0,35.0,7.97,1.1,4.22,5.56,3.0,2006.0
MLB 15  The Show,PS3,Sports,Electronic Arts,9.0,7.0,2.0,5.0,3.0,0.32,1.91,0.01,5.11,2015.0
Tayutama  Kiss on my Deity,PC,Adventure,IBM,10.0,9.0,9.0,128.0,5.4,3.45,3.35,4.56,6.47,2008.0
39 Days to Mars,PC,Adventure,IBM,10.0,2.0,6.0,94.0,4.67,2.96,5.95,4.5,4.31,2018.0
Super Bust A Move,PS2,Puzzle,Frontier Developments,2.0,3.0,2.0,268.0,3.0,0.17,1.95,0.13,5.54,2000.0
Ace Combat 04  Shattered Skies,PS2,Simulation,Ubisoft,3.0,8.9,2.0,2.64,7.17,2.08,5.19,4.79,3.86,2001.0
G1 Jockey 2,PS2,Sports,Omega,2.0,8.0,1.0,119.0,3.0,4.43,0.06,5.53,5.48,2000.0
American Girl  Kit Mystery Challenge ,PC,Adventure,Omega,10.0,5.0,6.0,238.0,3.5,2.13,5.25,2.54,5.63,2008.0
Operation  Vietnam,DS,Shooter,Ubisoft,9.0,9.0,4.0,122.0,3.0,0.06,2.43,1.73,4.18,2007.0
WSC Real 11  World Snooker Championship,PS3,Sports,Ubisoft,9.0,4.0,7.0,126.0,3.0,4.78,5.38,0.07,1.28,2011.0
King of Clubs,PS2,Sports,Activision,5.0,2.0,10.0,230.0,5.88,2.66,5.93,6.82,3.53,2007.0
Painkiller  Overdose,PC,Shooter,Sony Computer Entertainment,1.0,10.0,1.0,42.0,2.66,3.12,3.21,4.97,2.75,2007.0
The Room,PC,Puzzle,Activision,10.0,10.0,5.0,0.33,4.35,2.67,2.85,3.18,3.31,2014.0
Pirates of the Caribbean  Dead Mans Chest,PSN,Adventure,Frontier Developments,7.0,5.0,1.0,205.0,1.63,1.04,2.19,6.45,4.03,2009.0
The Pillars of the Earth,PC,Adventure,Activision,6.0,7.0,2.0,290.0,2.36,1.06,1.33,4.31,3.02,2017.0
Favorite Dear  Junshiro no Yogenmono,PS,Adventure,Activision,2.0,3.0,10.0,205.0,2.05,2.72,3.61,4.22,3.29,2000.0
Lethal Skies Elite Pilot  Team SW,PS2,Simulation,Ubisoft,10.0,1.0,10.0,42.0,3.0,0.11,2.08,0.08,2.91,2002.0
System Flaw,DS,Shooter,IBM,7.0,10.0,8.0,84.0,3.0,0.09,3.6,5.65,5.01,2009.0
Alien Shooter,PC,Shooter,Omega,2.0,2.0,2.0,290.0,3.44,4.0,1.52,5.22,2.68,2003.0
Full House Kiss 2,PS2,Adventure,IBM,1.0,8.0,8.0,21.0,3.0,3.39,0.02,4.99,0.7,2006.0
King Arthur,PS2,Adventure,Electronic Arts,6.0,6.7,9.0,188.0,3.0,0.07,1.97,0.05,3.58,2004.0
GunParade March,PS,Adventure,Activision,8.0,5.0,8.0,196.0,7.29,4.28,2.56,3.88,1.15,2000.0
Princess on Ice,DS,Sports,Ubisoft,4.0,4.0,6.0,134.0,3.0,0.04,2.14,0.01,1.76,2008.0
Bloodstained  Ritual of the Night,PS4,Board Game,Amazon Game Studios,7.0,1.0,8.0,123.0,2.99,2.94,2.98,6.99,2.1,2019.0
Tennis no Oji Sama  Doubles no Oji Sama   Boys  Be Glorious ,DS,Sports,Ubisoft,5.0,7.0,10.0,156.0,3.0,1.31,0.01,3.77,3.95,2009.0
Greg Hastings Paintball 2,PSN,Shooter,IBM,7.0,2.0,5.0,291.0,3.91,1.51,2.04,4.16,5.08,2011.0
Tekken 6,PS3,Fighting,Omega,3.0,7.9,5.0,3.12,1.56,3.14,4.91,3.1,3.53,2009.0
Cricket 2002,PC,Sports,Activision,10.0,9.0,5.0,160.0,2.43,4.52,1.04,5.8,1.48,2002.0
Sega Ages 2500 Series Vol. 15  Decathlete Collection,PS2,Sports,Activision,2.0,3.0,1.0,32.0,3.03,2.05,4.94,1.88,2.17,2004.0
Wiffle Ball Advance,DS,Sports,Frontier Developments,9.0,10.0,6.0,26.0,3.0,0.01,2.01,4.95,5.1,2007.0
Happy Cooking,DS,Simulation,Ubisoft,2.0,7.0,7.0,118.0,3.0,0.17,1.99,3.45,4.7,2008.0
Monochrome Fighter  Cross Road,PS2,Adventure,IBM,5.0,3.0,6.0,292.0,3.0,2.39,0.01,1.59,3.75,2008.0
Critical Velocity,PS2,Racing,Electronic Arts,2.0,8.0,5.0,24.0,7.93,2.92,3.14,4.34,2.28,2005.0
Ultimate Fighting Championship  Throwdown,PS2,Fighting,IBM,5.0,4.0,4.0,179.0,3.0,0.16,3.34,0.12,4.32,2002.0
Greed  Forbidden Experiments,PC,Adventure,IBM,10.0,4.0,5.0,24.0,3.32,3.88,1.44,1.55,1.57,2017.0
Championship Manager 2006 07,PSN,Sports,Electronic Arts,3.0,2.0,8.0,56.0,1.67,4.89,1.98,4.42,6.22,2009.0
PDC World Championship Darts,PS2,Sports,Sony Computer Entertainment,10.0,6.0,6.0,12.0,7.65,1.78,1.9,5.42,3.15,2006.0
Sonic Rivals,PSN,Racing,Activision,9.0,6.0,7.0,59.0,3.52,6.98,1.81,3.85,6.62,2009.0
Back to the Future  The Game,PC,Adventure,Sony Computer Entertainment,8.0,8.1,9.0,169.0,4.36,5.72,3.19,6.8,1.06,2010.0
Monster Madness  Grave Danger,PS3,Shooter,Ubisoft,6.0,3.0,7.0,170.0,3.0,0.05,5.49,0.01,6.55,2008.0
Sotsugyou 2nd Generation,PS2,Simulation,Omega,1.0,8.0,4.0,176.0,5.8,2.84,2.01,6.6,3.99,2006.0
Everyday Shooter,PSN,Shooter,Electronic Arts,7.7,8.4,7.0,52.0,2.05,2.51,5.16,6.91,4.8,2007.0
TouchMaster,DS,Puzzle,Amazon Game Studios,5.0,6.9,5.0,126.0,2.0,0.48,3.22,1.27,6.47,2007.0
Rocketmen  Axis of Evil,PSN,Shooter,IBM,6.5,5.4,1.0,208.0,6.39,4.56,1.35,4.49,5.71,2008.0
Otome Senki Soul Eater,PC,Adventure,Electronic Arts,2.0,10.0,1.0,73.0,5.81,7.46,2.74,3.9,1.67,2006.0
Chibi Robo  Park Patrol,DS,Adventure,Amazon Game Studios,1.0,6.0,6.0,195.0,3.0,3.18,0.19,2.83,1.81,2007.0
Crazy Chicken  Star Karts,DS,Racing,Ubisoft,10.0,3.0,8.0,193.0,3.0,0.03,2.44,1.27,1.08,2009.0
Daymare  1998,PC,Board Game,Frontier Developments,8.0,4.0,9.0,23.0,1.79,1.28,5.21,1.88,1.96,2019.0
MadBalls Babo Invasion,PC,Shooter,Amazon Game Studios,6.0,7.0,8.0,187.0,7.86,1.83,3.4,1.84,1.95,2009.0
Godzilla  Save the Earth,PS2,Fighting,Ubisoft,1.0,7.0,8.0,192.0,3.0,0.23,5.85,0.18,5.61,2004.0
Quartett  The Stage of Love,PS2,Adventure,Frontier Developments,7.0,1.0,8.0,54.0,6.81,4.41,5.81,5.24,1.86,2006.0
NBA ShootOut 2004,PS,Sports,Amazon Game Studios,9.0,6.0,5.0,110.0,3.66,5.2,4.85,4.61,3.43,2003.0
Phoenix Wright  Ace Attorney,DS,Adventure,IBM,8.0,8.1,1.0,243.0,3.0,0.44,0.39,0.05,4.68,2005.0
Downforce,PS2,Racing,IBM,6.0,5.0,9.0,227.0,3.0,0.03,5.69,0.02,4.23,2002.0
Kill Strain,PS4,Shooter,Frontier Developments,6.0,7.0,1.0,147.0,4.54,4.75,1.36,1.16,1.75,2016.0
Battlefield 2  Euro Force,PC,Shooter,Electronic Arts,3.0,9.0,5.0,0.2,1.61,2.29,3.22,1.64,4.58,2006.0
Fukakutei Sekai no Tantei Shinshi  Super Value Pack,PC,Adventure,Ubisoft,9.0,10.0,2.0,237.0,5.2,4.15,1.84,4.74,2.03,2004.0
Conflict  Global Terror,PC,Shooter,Frontier Developments,3.0,10.0,10.0,161.0,5.37,2.75,2.94,6.81,4.07,2005.0
Star Wars  Battle for Naboo,PC,Simulation,Ubisoft,7.0,6.2,7.0,76.0,3.95,1.06,4.27,5.31,4.23,2001.0
Tekken 5,PS2,Fighting,Electronic Arts,6.0,9.0,7.0,2.8,4.92,2.29,2.82,5.51,5.97,2005.0
Mini RC Rally,DS,Racing,Ubisoft,9.0,2.0,5.0,67.0,5.11,2.53,4.54,3.68,4.59,2006.0
NASCAR  Dirt to Daytona,PS2,Racing,Omega,6.0,1.0,8.0,3.0,3.0,0.28,1.9,0.22,6.04,2002.0
SBK X  Superbike World Championship,PS3,Racing,Frontier Developments,6.0,2.0,9.0,76.0,3.0,0.05,3.3,0.13,3.3,2010.0
All Star Racing,PS,Racing,Ubisoft,2.0,3.0,10.0,191.0,1.13,2.43,4.76,6.35,1.48,2002.0
Premier Manager 2003 04,PC,Sports,Sony Computer Entertainment,4.0,4.0,4.0,92.0,7.54,4.06,1.42,2.21,2.82,2003.0
SimCity 2000,PSN,Simulation,Activision,9.0,8.0,3.0,41.0,5.77,1.99,5.35,6.0,2.48,2009.0
Fireburst,PSN,Racing,Electronic Arts,10.0,6.0,9.0,175.0,7.38,6.5,5.87,6.84,6.8,2019.0
Dreamer Series  Puppy Trainer,DS,Simulation,Sony Computer Entertainment,7.0,8.0,7.0,173.0,3.0,0.05,3.53,4.62,4.33,2008.0
Battlefield 1942  Secret Weapons of World War II,PC,Shooter,Electronic Arts,8.0,7.8,8.0,0.49,5.24,1.56,1.74,5.03,4.47,2003.0
Strong Bads Cool Game for Attractive People Episode 1  Homestar Ruiner,PC,Adventure,Activision,8.0,4.0,7.0,98.0,5.49,6.31,5.37,6.72,6.28,2008.0
Cake Mania 3,DS,Simulation,Omega,10.0,5.0,1.0,117.0,3.0,0.13,2.75,1.6,3.28,2009.0
Nancy Drew  Danger on Deception Island,PC,Adventure,Sony Computer Entertainment,2.0,4.0,10.0,132.0,2.88,2.57,1.37,5.45,1.86,2003.0
James Patterson Womens Murder Club  Games of Passion,DS,Adventure,Frontier Developments,6.0,10.0,5.0,194.0,3.0,0.15,5.64,0.22,0.02,2009.0
Spinout,PSN,Racing,Sony Computer Entertainment,6.0,6.0,5.0,168.0,1.02,2.09,3.55,2.88,4.58,2009.0
Driver  Parallel Lines,PC,Racing,Ubisoft,9.0,1.0,5.0,214.0,5.15,5.51,3.9,6.71,5.63,2007.0
Cuboid,PSN,Puzzle,Frontier Developments,8.0,1.0,10.0,202.0,4.24,6.39,1.12,3.28,1.48,2009.0
Dreamworks Madagascar Kartz,DS,Racing,Activision,9.0,9.0,4.0,237.0,3.0,0.25,3.52,0.08,0.04,2009.0
Block Buster,PS,Puzzle,Amazon Game Studios,5.0,9.0,4.0,160.0,6.65,3.99,3.06,6.25,1.63,2003.0
Madden NFL 06,PC,Sports,Sony Computer Entertainment,10.0,3.0,9.0,191.0,4.94,2.91,5.76,2.82,7.31,2005.0
Brothers  A Tale of Two Sons,PS3,Adventure,Ubisoft,6.0,5.0,2.0,130.0,1.17,3.83,4.01,5.98,1.23,2013.0
Damage Inc.  Pacific Squadron WWII,PC,Simulation,IBM,7.0,9.0,5.0,251.0,3.41,4.42,5.49,2.33,2.88,2012.0
Zenses  Ocean,DS,Puzzle,Sony Computer Entertainment,9.0,5.0,8.0,114.0,3.0,0.11,5.14,0.01,3.36,2008.0
Jimmie Johnsons Anything With an Engine,PS3,Racing,IBM,9.0,1.0,10.0,14.0,3.0,0.07,1.42,4.79,0.01,2011.0
Are You Smarter than a 5th Grader? Game Time,DS,Puzzle,Omega,3.0,3.0,8.0,297.0,3.0,0.22,4.77,4.57,3.19,2009.0
The Ship,PSN,Shooter,Omega,8.0,2.0,4.0,34.0,4.8,5.71,5.56,5.9,5.83,2000.0
Diabolik  The Original Sin,PC,Adventure,Ubisoft,7.0,9.0,5.0,11.0,7.73,2.24,4.54,3.03,3.8,2009.0
Power Spike Pro Beach Volleyball,PC,Sports,Frontier Developments,2.0,10.0,2.0,180.0,3.8,4.46,4.73,4.35,4.06,2001.0
Battle Engine Aquila,PC,Shooter,IBM,4.0,1.0,2.0,164.0,7.94,3.31,3.0,2.5,3.11,2003.0
Hayate no Gotoku  Ojousama Produce Daisakusen Boku Iro ni Somare  Gakkou Hen,DS,Simulation,Activision,10.0,3.0,2.0,105.0,3.0,3.74,0.04,4.55,5.42,2008.0
Unreal II  The Awakening,PC,Shooter,Sony Computer Entertainment,3.0,7.0,10.0,268.0,3.84,1.48,3.7,6.87,5.46,2003.0
Puzzle Scape Mini,PSN,Puzzle,Electronic Arts,4.0,2.0,5.0,31.0,1.11,1.18,5.41,2.58,1.61,2009.0
NASCAR Heat,PS,Racing,Sony Computer Entertainment,10.0,3.0,7.0,212.0,3.0,0.22,1.72,0.15,6.92,2000.0
SSX Tricky,PS2,Sports,Activision,2.0,9.2,1.0,185.0,1.73,0.85,4.93,0.66,2.57,2001.0
Chex Quest,PC,Shooter,IBM,2.0,4.0,4.0,113.0,5.35,5.91,1.79,2.66,2.91,2006.0
Orega Kantoku Da  Gekitou Pennant Race,PS2,Sports,Electronic Arts,10.0,2.0,10.0,148.0,3.0,2.99,0.08,4.12,3.62,2000.0
The Treasures of Mystery Island 3 Pack   Save Mystery Island ,PC,Puzzle,IBM,6.0,5.0,9.0,192.0,3.0,0.01,1.41,2.26,6.89,2011.0
Boat no Tsuriken,PS,Sports,Activision,4.0,3.0,9.0,190.0,5.48,2.79,5.56,3.83,3.15,2000.0
Killzone 2,PS3,Shooter,Ubisoft,9.1,9.1,9.3,19.0,3.02,1.4,0.08,1.07,6.82,2009.0
Call of Duty  Finest Hour,PS2,Shooter,Activision,9.0,2.0,10.0,158.0,2.89,1.51,0.01,1.12,3.29,2004.0
Bejeweled 3,PC,Puzzle,Omega,8.0,8.1,9.0,0.3,7.31,3.46,5.67,6.89,6.7,2010.0
IndyCar Series,PS2,Racing,Activision,8.0,4.0,3.0,158.0,3.0,0.06,2.83,0.05,3.44,2003.0
London and South East,PC,Simulation,Sony Computer Entertainment,9.0,8.0,5.0,227.0,4.4,4.93,5.67,2.94,3.92,2004.0
NFL GameDay 2004,PS2,Sports,Frontier Developments,2.0,8.0,8.0,47.0,3.0,0.2,4.2,0.16,2.06,2003.0
Shojo Infinite Reipu,PC,Adventure,Omega,2.0,10.0,7.0,297.0,6.0,4.5,5.64,6.68,6.82,2006.0
Metal Slug 3,PC,Shooter,Sony Computer Entertainment,8.0,10.0,2.0,0.65,5.96,4.24,3.8,2.37,4.69,2018.0
Pawly Pets  My Pet Hotel,DS,Simulation,Ubisoft,10.0,9.0,6.0,191.0,3.0,3.01,1.51,0.01,3.12,2007.0
ArmA  Queens Gambit,PC,Shooter,Ubisoft,6.0,9.0,2.0,56.0,6.63,2.15,5.54,5.64,4.67,2007.0
Transformer  Rise of the Dark Spark,PC,Shooter,Activision,7.0,6.0,3.0,250.0,1.81,2.71,2.75,1.92,3.28,2015.0
R.B.I. Baseball 2016,PS4,Sports,Frontier Developments,6.0,1.0,4.0,36.0,3.0,0.04,5.29,1.39,3.12,2016.0
ArmA II,PC,Shooter,Electronic Arts,3.0,8.0,1.0,214.0,3.0,4.25,5.65,0.12,4.22,2009.0
NHL 19,PS4,Sports,Activision,10.0,7.0,3.0,281.0,3.0,0.26,2.15,0.09,4.25,2018.0
Canvas 3  Tanshoku no Pastel,PS2,Adventure,Frontier Developments,5.0,7.0,9.0,156.0,3.0,3.83,0.01,4.49,4.77,2009.0
Math Play,DS,Puzzle,Frontier Developments,8.0,4.0,6.0,57.0,3.0,0.28,2.25,2.42,5.96,2007.0
Mizuiro,PS2,Adventure,IBM,2.0,10.0,8.0,46.0,2.79,4.11,2.06,2.24,6.61,2002.0
Puzzle Quest 2,PSN,Puzzle,IBM,7.0,4.0,6.0,168.0,6.32,3.09,5.46,3.47,4.3,2007.0
Mortadelo y Filemon  El Escarabajo de Cleopatra,PC,Adventure,IBM,10.0,4.0,2.0,262.0,1.86,4.81,2.0,1.05,3.66,2001.0
Star Wars  Super Bombad Racing,PS2,Racing,Electronic Arts,3.0,3.0,10.0,99.0,3.0,0.08,4.59,0.06,4.27,2001.0
Bundesliga Manager,PC,Sports,Omega,3.0,3.0,5.0,61.0,4.61,1.57,4.35,2.31,1.3,2008.0
Oshaberi Oumu,DS,Simulation,IBM,1.0,3.0,3.0,221.0,1.67,7.17,3.53,2.07,4.88,2009.0
Football Manager 2014,PC,Sports,Activision,10.0,8.4,4.0,0.79,6.6,5.73,4.85,2.26,1.17,2013.0
Pro Farm 1,PC,Simulation,Activision,6.0,6.0,3.0,161.0,3.0,1.79,3.3,0.06,1.32,2011.0
Neighbours From Hell Compilation,PC,Puzzle,Sony Computer Entertainment,10.0,3.0,3.0,99.0,7.38,2.72,1.86,1.54,4.23,2004.0
Dreamer Series  Babysitter,DS,Simulation,Electronic Arts,4.0,9.0,6.0,115.0,3.0,0.05,4.79,4.73,7.97,2009.0
Alice  Madness Returns,PS3,Adventure,Omega,10.0,6.7,2.0,98.0,3.0,0.22,0.04,0.24,1.33,2011.0
Transport Fever 2,Linux,Simulation,Activision,7.0,9.0,3.0,137.0,1.58,3.77,4.83,5.66,3.0,2019.0
MVP Baseball 2003,PS2,Sports,Electronic Arts,5.0,5.0,8.0,66.0,1.04,0.51,1.54,0.4,3.96,2003.0
Noir Syndrome,PC,Adventure,Electronic Arts,7.0,1.0,7.0,161.0,5.0,2.29,4.6,5.68,2.35,2014.0
18 Wheels of Steel  Convoy,PC,Racing,Electronic Arts,10.0,7.0,7.0,140.0,4.0,7.1,5.68,1.34,1.26,2005.0
Kiniro no Corda  La Corda dOro,PC,Adventure,Amazon Game Studios,9.0,3.0,2.0,56.0,7.93,3.03,2.5,3.53,5.08,2003.0
Mobile Suit Gundam  Crossfire,PS3,Simulation,Amazon Game Studios,9.0,10.0,1.0,11.0,3.0,0.06,0.14,4.0,4.25,2006.0
NFL GameDay 2004,PS,Sports,Frontier Developments,6.0,6.0,4.0,92.0,2.85,1.36,2.52,6.34,4.39,2003.0
Nintendogs,DS,Simulation,Electronic Arts,2.0,8.4,5.0,23.96,1.05,4.62,5.37,6.88,6.66,2005.0
1001 Crosswords,DS,Puzzle,IBM,9.0,8.0,5.0,118.0,5.88,2.61,3.53,2.06,0.02,2012.0
